DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200105036,1/15/2020,1/9/2020,1030,1,Central,112,2,860,BATTERY WITH SEXUAL CONTACT,0448 0522 1202 1822,61,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,400 N MAIN ST,,34.0554,-118.2404
200105041,1/14/2020,1/10/2020,2000,1,Central,182,1,350,"THEFT, PERSON",0305 0344 0326 0346 1309,31,F,K,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,GRAND AV,11TH ST,34.0416,-118.262
200105042,1/15/2020,1/15/2020,1120,1,Central,158,2,850,INDECENT EXPOSURE,529,24,M,B,101,STREET,,,IC,Invest Cont,850,,,,CENTRAL AV,7TH ST,34.0368,-118.2412
201311277,5/23/2020,5/23/2020,1346,13,Newton,1362,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0906 1822 0852,22,M,H,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,230,998,,,4900 S SAN PEDRO ST,,33.9985,-118.2696
200105047,1/15/2020,1/15/2020,1200,1,Central,158,2,624,BATTERY - SIMPLE ASSAULT,0446 1218,30,M,W,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 E 6TH ST,,34.0408,-118.2428
200105051,1/16/2020,1/16/2020,230,1,Central,162,1,210,ROBBERY,0377 0319 0344 0416 1822,36,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,7TH,OLIVE,34.0473,-118.2566
201115511,11/7/2020,11/7/2020,1715,11,Northeast,1184,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402,0,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740,998,,,SUNSET BL,ECHO PARK,34.0768,-118.2574
200105054,1/15/2020,1/10/2020,1700,1,Central,192,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1822 0377 0321 0344,32,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,400 W PICO BL,,34.0389,-118.2643
200105055,1/15/2020,1/15/2020,1845,1,Central,154,1,220,ATTEMPTED ROBBERY,0906 1218 1536 0371 0443 0370 0312 1822 0334 0355,50,M,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,220,,,,6TH,MAIN,34.0446,-118.249
200105056,1/15/2020,1/2/2020,720,1,Central,195,1,330,BURGLARY FROM VEHICLE,1307 1822 0329 1609 0344,43,M,H,101,STREET,,,IC,Invest Cont,330,,,,16TH,SANTEE,34.0324,-118.2605
200105057,1/16/2020,1/15/2020,2350,1,Central,182,1,761,BRANDISH WEAPON,2036 2031 0334 1266 1822,24,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761,,,,900 S OLIVE ST,,34.0437,-118.2582
221205529,1/28/2022,1/1/2020,5,12,77th Street,1259,1,121,"RAPE, FORCIBLE",1251 1258 0913 0556 0500 0526,8,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,800 E 77TH ST,,33.9694,-118.2608
200117954,9/14/2020,9/14/2020,1245,1,Central,163,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0443 0344,25,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,700 S BROADWAY,,34.0444,-118.2541
200105062,1/16/2020,1/14/2020,1434,1,Central,152,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,443,0,M,O,710,OTHER PREMISE,511,VERBAL THREAT,IC,Invest Cont,930,,,,600 S OLIVE ST,,34.0481,-118.2542
200105066,1/16/2020,1/15/2020,1825,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,0416 1266 1822 0910,28,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 N ALAMEDA ST,,34.0563,-118.2374
200105067,1/15/2020,1/15/2020,1358,1,Central,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S FIGUEROA ST,,34.0483,-118.2631
200105068,1/16/2020,1/16/2020,630,1,Central,146,1,210,ROBBERY,0377 1202 1822 1218 2004 1268 0416 0344,66,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,5TH ST,WALL ST,34.0449,-118.2458
200105069,1/15/2020,1/14/2020,2200,1,Central,192,1,330,BURGLARY FROM VEHICLE,0344 1606,0,X,X,101,STREET,,,IC,Invest Cont,330,,,,W 15TH ST,S HILL ST,34.0354,-118.264
211915756,11/17/2021,7/17/2020,1645,19,Mission,1966,2,860,BATTERY WITH SEXUAL CONTACT,0448 0913 1817 0603,65,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860,,,,9200 VAN NUYS BL,,34.2375,-118.4502
200911119,6/16/2020,6/15/2020,2300,9,Van Nuys,906,1,330,BURGLARY FROM VEHICLE,344,37,M,O,101,STREET,,,IC,Invest Cont,330,,,,14200 LEADWELL ST,,34.2041,-118.4425
200105073,1/15/2020,1/15/2020,1230,1,Central,159,1,330,BURGLARY FROM VEHICLE,1307 0344,37,F,W,101,STREET,,,IC,Invest Cont,330,,,,E 4TH PL,S SANTA FE AV,34.0414,-118.2319
200105074,1/11/2020,1/10/2020,2200,1,Central,165,1,330,BURGLARY FROM VEHICLE,1307 0344,30,M,W,101,STREET,,,IC,Invest Cont,330,,,,E 7TH ST,S LOS ANGELES ST,34.0424,-118.2493
200105075,1/16/2020,1/16/2020,315,1,Central,147,1,761,BRANDISH WEAPON,0913 1218 1268 2004 0334,52,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207,OTHER KNIFE,IC,Invest Cont,761,,,,400 E 5TH ST,,34.0453,-118.2443
200105082,1/16/2020,1/4/2020,1500,1,Central,159,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1800 INDUSTRIAL ST,,34.0359,-118.2344
200105087,1/15/2020,1/15/2020,1100,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,40,M,B,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W 7TH ST,,34.048,-118.2577
200105088,1/15/2020,1/15/2020,1520,1,Central,185,2,860,BATTERY WITH SEXUAL CONTACT,0448 0522,33,F,H,405,CLOTHING STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,1000 MAPLE AV,,34.0388,-118.2574
200105090,1/11/2020,1/10/2020,1830,1,Central,164,1,330,BURGLARY FROM VEHICLE,1609 0344,22,F,W,102,SIDEWALK,,,IC,Invest Cont,330,,,,600 S LOS ANGELES ST,,34.0446,-118.2507
200105092,1/16/2020,1/16/2020,1445,1,Central,152,1,220,ATTEMPTED ROBBERY,1822 0391 1403 1405 1414 1420,0,M,X,602,BANK,504,DEMAND NOTE,IC,Invest Cont,220,998,,,700 WILSHIRE BL,,34.0487,-118.2571
200105094,1/16/2020,1/16/2020,900,1,Central,161,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0354 1202,74,M,K,717,HEALTH SPA/GYM,,,IC,Invest Cont,341,,,,700 S FIGUEROA ST,,34.0483,-118.2631
200105095,1/16/2020,1/16/2020,800,1,Central,111,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800 N BUNKER HILL AV,,34.0637,-118.244
200217828,11/24/2020,11/24/2020,1615,2,Rampart,269,1,761,BRANDISH WEAPON,1822 0216 0334 0421,41,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,761,930,,,700 S UNION AV,,34.0535,-118.2714
200105097,1/16/2020,1/16/2020,1515,1,Central,152,2,860,BATTERY WITH SEXUAL CONTACT,1822 2048 1259 0910 0448 0522 0305,16,F,H,931,MTA - BLUE LINE - 7TH AND METRO CENTER,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,600 S FIGUEROA ST,,34.0509,-118.2585
200105099,1/16/2020,1/16/2020,1115,1,Central,166,2,888,TRESPASSING,913,45,F,B,516,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,,,IC,Invest Cont,888,,,,600 WALL ST,,34.0435,-118.2471
200105100,1/16/2020,1/16/2020,1,1,Central,158,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1202 0416 1310 0344,64,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,420,,,,CENTRAL,WILDE,34.0381,-118.2401
200105101,1/16/2020,1/16/2020,1310,1,Central,124,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0913 0378 0344 2028,51,F,W,403,DRUG STORE,,,IC,Invest Cont,442,,,,200 N LOS ANGELES ST,,34.0525,-118.2432
200317330,9/14/2020,9/12/2020,2000,3,Southwest,327,1,480,BIKE - STOLEN,0344 1251 1822,24,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,1200 W ADAMS BL,,34.0328,-118.2865
200105103,1/16/2020,1/13/2020,650,1,Central,111,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 1822 0344,30,F,A,101,STREET,,,IC,Invest Cont,440,,,,600 N BROADWAY,,34.0586,-118.2402
200500577,3/10/2020,3/10/2020,1900,5,Harbor,503,2,888,TRESPASSING,1309 1402,53,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,998,,,800 W 255TH ST,,33.7928,-118.2904
200112245,5/28/2020,5/27/2020,100,1,Central,141,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0352 1218 0344,59,M,B,508,FRAT HOUSE/SORORITY/DORMITORY,,,IC,Invest Cont,440,,,,300 S FIGUEROA ST,,34.0542,-118.2566
201411997,5/14/2020,4/10/2020,1310,14,Pacific,1433,2,956,"LETTERS, LEWD - TELEPHONE CALLS, LEWD",2040 2041 1906,0,X,X,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,956,,,,1900 WALGROVE AV,,33.9984,-118.4527
200105108,1/16/2020,1/16/2020,400,1,Central,135,1,330,BURGLARY FROM VEHICLE,1609 1822 0329 1212 1307 0344,47,M,A,108,PARKING LOT,,,IC,Invest Cont,330,,,,200 S MAIN ST,,34.051,-118.2445
200105152,1/17/2020,1/17/2020,910,1,Central,119,2,625,OTHER ASSAULT,0356 2004 1266 0910 2052,35,M,H,900,MTA - RED LINE - UNION STATION,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,,,,800 N ALAMEDA ST,,34.0563,-118.2374
201200943,10/11/2020,10/11/2020,1,12,77th Street,1242,1,820,ORAL COPULATION,1258 1251 0531 0512 0500 0432 0913 1402 1415 0558,8,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,820,,,6300 6TH AV,,33.9828,-118.3235
212017734,12/2/2021,6/15/2020,800,20,Olympic,2036,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1803 0913 0601,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,3200 WILSHIRE BL,,34.0618,-118.2923
200105111,1/16/2020,1/16/2020,855,1,Central,128,2,624,BATTERY - SIMPLE ASSAULT,0416 0419 0340 1822,38,F,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100 S SAN PEDRO ST,,34.0504,-118.2409
200105113,1/16/2020,1/16/2020,1220,1,Central,138,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0444,44,F,A,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,400 E 4TH ST,,34.0468,-118.2415
200105115,1/16/2020,1/12/2020,1000,1,Central,174,1,480,BIKE - STOLEN,344,33,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,,,,700 S SPRING ST,,34.0445,-118.2523
200513373,8/25/2020,8/11/2020,246,5,Harbor,564,1,310,BURGLARY,0344 0321,0,X,X,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,310,,,,200 W 6TH ST,,33.7387,-118.2814
200105117,1/16/2020,1/14/2020,1720,1,Central,156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 1218 0344 2004,22,F,B,517,MISSIONS/SHELTERS,,,IC,Invest Cont,440,,,,500 S SAN PEDRO ST,,34.0437,-118.2455
200105118,1/16/2020,1/15/2020,1630,1,Central,148,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 1822 0394 0344,51,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,600 E 5TH ST,,34.0438,-118.2416
200105120,1/16/2020,1/14/2020,1325,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,23,M,H,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,700 W 7TH ST,,34.048,-118.2577
200105121,1/16/2020,1/15/2020,2100,1,Central,119,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 1822 1202 0377 0910 0344 2034,71,F,W,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,440,,,,800 N ALAMEDA ST,,34.0563,-118.2374
221806331,2/15/2022,4/10/2020,815,18,Southeast,1802,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0377 0910,28,M,H,801,MTA BUS,,,IC,Invest Cont,440,,,,200 W MANCHESTER AV,,33.9601,-118.2768
200105126,1/16/2020,1/16/2020,1900,1,Central,176,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1218 0340 0444 0305 0429,59,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,8TH,SAN PEDRO,34.0385,-118.2491
201817164,9/13/2020,9/13/2020,2025,18,Southeast,1822,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1310 0344 0354 0400 1814 2021,50,F,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,104TH ST,BROADWAY,33.9419,-118.2784
201822146,12/15/2020,12/14/2020,1000,18,Southeast,1827,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0444 0416 0400 1813 1243,34,M,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,626,,,,9800 BANDERA ST,,33.9465,-118.2397
200105131,1/16/2020,1/16/2020,1640,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1420 1822 0325 2024,14,F,H,404,DEPARTMENT STORE,,,JA,Juv Arrest,442,,,,700 W 7TH ST,,34.048,-118.2577
200105132,1/17/2020,1/17/2020,200,1,Central,153,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,29,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,6TH,SPRING,34.0463,-118.2515
200105133,1/16/2020,1/16/2020,1930,1,Central,182,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822 0377,33,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,1200 S GRAND AV,,34.0402,-118.2633
200105134,1/16/2020,1/15/2020,1500,1,Central,145,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822 0329,34,M,H,101,STREET,,,IC,Invest Cont,330,,,,5TH,LOS ANGELES,34.0461,-118.2476
200105135,1/16/2020,1/16/2020,1930,1,Central,119,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,60,M,B,101,STREET,,,IC,Invest Cont,745,,,,00 GATEWAY PLAZA DR,,34.0551,-118.2323
200105139,1/16/2020,1/16/2020,1900,1,Central,111,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,913,65,F,H,504,OTHER RESIDENCE,,,IC,Invest Cont,902,,,,700 N ALAMEDA ST,,34.0615,-118.2412
200105140,1/16/2020,1/16/2020,2215,1,Central,119,2,946,OTHER MISCELLANEOUS CRIME,0910 2052 2004,0,X,X,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,946,,,,800 N ALAMEDA ST,,34.0563,-118.2374
200105142,1/16/2020,1/16/2020,1930,1,Central,111,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 1414 1202,60,M,H,121,YARD (RESIDENTIAL/BUSINESS),506,FIRE,IC,Invest Cont,745,,,,800 N BUNKER HILL AV,,34.0637,-118.244
200105144,1/17/2020,1/16/2020,1900,1,Central,138,1,480,BIKE - STOLEN,0344 1822 2032,69,M,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,200 S SAN PEDRO ST,,34.0493,-118.2418
200618244,11/20/2020,11/19/2020,2030,6,Hollywood,643,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1600 N LA BREA AV,,34.1007,-118.3494
200105148,1/17/2020,1/15/2020,1530,1,Central,111,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202 1822 0377 2032,72,F,H,101,STREET,,,IC,Invest Cont,440,,,,BROADWAY,CESAR E CHAVEZ,34.0604,-118.2393
200118182,9/18/2020,9/18/2020,1800,1,Central,139,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 0329 1822,23,F,W,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,2ND ST,HEWITT,34.0472,-118.2352
211507896,4/11/2021,11/7/2020,845,15,N Hollywood,1502,2,354,THEFT OF IDENTITY,377,31,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7800 BEEMAN AV,,34.2124,-118.4092
200105151,1/17/2020,1/10/2020,1600,1,Central,154,2,664,"BUNCO, PETTY THEFT",0344 0701 1822,26,F,B,503,HOTEL,,,AO,Adult Other,664,,,,500 S MAIN ST,,34.0467,-118.2485
200105154,1/17/2020,1/17/2020,1145,1,Central,154,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2004 1814 1813 0444,46,F,O,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,500 S LOS ANGELES ST,,34.046,-118.2493
200805831,2/10/2020,1/30/2020,5,8,West LA,831,2,354,THEFT OF IDENTITY,0100 0930 1822,57,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,500 S BURLINGAME AV,,34.0494,-118.4866
200105157,1/13/2020,1/10/2020,1515,1,Central,176,1,330,BURGLARY FROM VEHICLE,1307 0344,39,F,W,101,STREET,,,IC,Invest Cont,330,,,,E 8TH ST,SANTEE ST,34.0408,-118.2511
200105158,1/16/2020,1/16/2020,1815,1,Central,152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,30,F,W,738,LIBRARY,,,IC,Invest Cont,440,,,,600 W 5TH ST,,34.0502,-118.254
200105159,1/16/2020,1/16/2020,1614,1,Central,152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,0,X,X,733,BAR/SPORTS BAR (OPEN DAY & NIGHT),,,IC,Invest Cont,440,,,,600 S GRAND AV,,34.0488,-118.2553
200105164,1/17/2020,1/17/2020,1345,1,Central,145,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0910,56,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,5TH ST,SAN PEDRO ST,34.0471,-118.2474
200105166,1/17/2020,1/17/2020,835,1,Central,154,2,624,BATTERY - SIMPLE ASSAULT,0305 0416 1822,33,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5TH ST,SPRING ST,34.0474,-118.2496
200105176,1/17/2020,1/17/2020,1540,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,35,M,B,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W 7TH ST,,34.048,-118.2577
200105184,1/17/2020,1/17/2020,1430,1,Central,182,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,28,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,400 W OLYMPIC BL,,34.0423,-118.2595
200105186,1/17/2020,1/17/2020,1400,1,Central,153,2,624,BATTERY - SIMPLE ASSAULT,2004 0417 1822,31,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S BROADWAY,,34.0481,-118.2507
200105187,1/17/2020,1/17/2020,1200,1,Central,153,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0103 1822,55,M,H,406,OTHER STORE,,,IC,Invest Cont,442,,,,500 S BROADWAY,,34.0481,-118.2507
200105188,1/17/2020,1/14/2020,300,1,Central,134,2,624,BATTERY - SIMPLE ASSAULT,1822 1501,59,M,W,401,MINI-MART,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,W 3RD ST,S BROADWAY,34.051,-118.248
200616504,10/10/2020,10/9/2020,2345,6,Hollywood,647,1,210,ROBBERY,0344 0334 1100 1315 0430 1407 2004,29,F,B,707,GARAGE/CARPORT,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,998,,,5800 W SUNSET BL,,34.0998,-118.3211
200105191,1/18/2020,1/17/2020,205,1,Central,152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1822 1402 0334 1414 0445 1266 2003,33,M,H,108,PARKING LOT,207,OTHER KNIFE,AA,Adult Arrest,230,998,,,FLOWER ST,6TH ST,34.0494,-118.2581
200105192,1/18/2020,1/17/2020,205,1,Central,152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1822 0334 1266 2003,30,M,O,108,PARKING LOT,207,OTHER KNIFE,AA,Adult Arrest,230,,,,FLOWER ST,6TH ST,34.0494,-118.2581
200105193,1/18/2020,1/17/2020,205,1,Central,152,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,46,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740,,,,6TH ST,HOPE ST,34.0495,-118.2563
200105194,1/18/2020,1/17/2020,2200,1,Central,171,1,210,ROBBERY,0344 0337 0400 1822 0319 0370 1309,20,M,W,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,210,,,,900 S FIGUEROA ST,,34.0457,-118.2665
201821930,12/10/2020,12/10/2020,1,18,Southeast,1802,1,121,"RAPE, FORCIBLE",1415 1402 2000 0913 1814 0527,18,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,8700 S MAIN ST,,33.959,-118.2739
200317549,9/19/2020,9/19/2020,630,3,Southwest,398,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,4300 S FIGUEROA ST,,34.0051,-118.2827
200105200,1/18/2020,1/17/2020,2300,1,Central,185,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1000 S BROADWAY,,34.0409,-118.2574
200105201,1/17/2020,1/17/2020,600,1,Central,166,2,624,BATTERY - SIMPLE ASSAULT,0416 1218,40,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S SAN PEDRO ST,,34.0421,-118.2469
200105202,1/17/2020,1/17/2020,2015,1,Central,156,2,920,KIDNAPPING - GRAND ATTEMPT,0448 0400 1218 1822,46,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,920,,,,5TH,SAN JULIAN,34.0446,-118.245
200717189,12/16/2020,12/13/2020,1500,7,Wilshire,765,1,330,BURGLARY FROM VEHICLE,1822 1300 0344 2019,43,F,B,102,SIDEWALK,,,IC,Invest Cont,330,,,,PICO BL,COCHRAN,34.0496,-118.3425
200105204,1/17/2020,1/15/2020,2222,1,Central,162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,27,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,800 S FLOWER ST,,34.0473,-118.2601
200105205,1/18/2020,1/17/2020,1900,1,Central,162,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822 0329,25,M,A,108,PARKING LOT,,,IC,Invest Cont,330,,,,800 S HILL ST,,34.0462,-118.2585
200817626,12/17/2020,12/16/2020,1600,8,West LA,855,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1600 S BENTLEY AV,,34.0484,-118.4437
200105429,1/21/2020,1/21/2020,1500,1,Central,143,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 1822 0377 1202 0344,62,F,H,710,OTHER PREMISE,,,IC,Invest Cont,440,,,,400 S BROADWAY,,34.0495,-118.2494
200105206,1/17/2020,1/16/2020,1930,1,Central,135,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,41,M,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,740,,,,100 W 2ND ST,,34.051,-118.2445
200105207,1/17/2020,1/17/2020,900,1,Central,111,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,43,F,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,600 NEW HIGH ST,,34.0583,-118.2395
200105208,1/17/2020,1/17/2020,1,1,Central,124,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,48,M,W,726,POLICE FACILITY,,,IC,Invest Cont,745,,,,100 W 1ST ST,,34.0522,-118.2434
200506170,2/20/2020,2/20/2020,2000,5,Harbor,563,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 2000 0421 0422 0443 1813,33,F,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,,600 W 12TH ST,,33.7334,-118.2902
200105211,1/18/2020,1/18/2020,250,1,Central,182,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,30,M,W,102,SIDEWALK,,,IC,Invest Cont,440,,,,S GRAND AV,W OLYMPIC BL,34.0416,-118.262
